0|1
10.0|Wang Z, Song J, Luo L, Ma J. Loss of Leucyl-tRNA synthetase b leads to ILFS1-like symptoms in zebrafish. Biochem Biophys Res Commun. 2018:505:378-384.  [PubMed]  [DOI]
