|HP:0001518|HP:0000974|HP:0001410|HP:0001396|HP:0003155|HP:0001943|HP:0000952|HP:0002908|HP:0001388|HP:0032320|HP:0032321|HP:0000081|HP:0001510|HP:0001987|HP:0000126|HP:0005248|HP:0000010|HP:0000293|HP:0001397|HP:0001249|HP:0002910|HP:0001392|HP:0002719|HP:0031925|HP:0003073|HP:0001263|HP:0001511|HP:0001562|HP:0000311|HP:0030991|HP:0001399
all|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
