|HP:0001410|HP:0011342|HP:0009126|HP:0002908|HP:0030991|HP:0004209|HP:0100512|HP:0001511|HP:0002821|HP:0004279|HP:0000845|HP:0001408|HP:0001987|HP:0005248|HP:0000010|HP:0000311|HP:0000081|HP:0009124|HP:0001388|HP:0001396|HP:0001399|HP:0031137|HP:0001367|HP:0006580|HP:0030369|HP:0001172|HP:0001943|HP:0003155|HP:0003073|HP:0001392|HP:0000130|HP:0001510|HP:0000293|HP:0002910|HP:0010647|HP:0001382|HP:0001518|HP:0000126|HP:0100543|HP:0000952|HP:0000973|HP:0030917
all|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
