0|1|row_hpo|col_hpo
8.0|Burastero SE, Fabbri M. Aminoacyl-tRNA synthetase-interacting multifunctional protein-1 (AIMP1): the member of a molecular hub with unexpected functions, including CD4 T cell homeostasis. Clin Immunol. 2012:143:207-209.  [PubMed]  [DOI]|[]|[]
