|HP:0011342|HP:0001298|HP:0001510|HP:0002910|HP:0001249|HP:0003128|HP:0002329|HP:0012115|HP:0000130|HP:0002240|HP:0025615|HP:0025085|HP:0001941|HP:0001511|HP:0001508|HP:0100279|HP:0001290|HP:0004332|HP:0001824|HP:0000252|HP:0011968|HP:0001396|HP:0002014|HP:0002099|HP:0002037|HP:0001263|HP:0001399|HP:0012393|HP:0001252
all|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
