|HP:0001511|HP:0001319|HP:0002329|HP:0012393|HP:0011010|HP:0025085|HP:0003128|HP:0002240|HP:0001290|HP:0001263|HP:0011968|HP:0002721|HP:0012838|HP:0001941|HP:0001510|HP:0003577|HP:0012825|HP:0100279|HP:0000252|HP:0001824|HP:0001396|HP:0012115|HP:0002583|HP:0001399|HP:0001508|HP:0002014|HP:0001249|HP:0011451|HP:0001252|HP:0001298|HP:0004902
all|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
