|HP:0000005|HP:0000718|HP:0001251|HP:0000757|HP:0000750|HP:0001427|HP:0001763|HP:0001250|HP:0006742|HP:0002066|HP:0001344|HP:0002167|HP:0001041|HP:0002305|HP:0001350|HP:0003006|HP:0001324
all|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
