|HP:0100806|HP:0001397|HP:0005484|HP:0007015|HP:0000252|HP:0002908|HP:0001344|HP:0001511|HP:0000293|HP:0000845|HP:0001999|HP:0100633|HP:0000819|HP:0000486|HP:0003073|HP:0006580|HP:0002910|HP:0001257|HP:0002069|HP:0001250|HP:0001263|HP:0008151|HP:0001249|HP:0012115|HP:0100651|HP:0003256|HP:0011947|HP:0000365|HP:0002180|HP:0000824|HP:0003429|HP:0001256|HP:0008625|HP:0001396|HP:0002342|HP:0011968|HP:0010864|HP:0001410|HP:0001406|HP:0011948|HP:0001508|HP:0040194|HP:0001392|HP:0002353|HP:0025356|HP:0012443|HP:0001928|HP:0002013|HP:0001510|HP:0009879|HP:0001252|HP:0032198|HP:0001399|HP:0000952|HP:0002500|HP:0100022
all|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1
